region,Shortage_%,xwater,xwatersc,lambdawater,xwater_TAF,xwatersc_TAF,Ratio,penalty,hu,month,xwater_monthly_TAF,xwatersc_monthly_TAF,water_type,month_name
8.0,0.7,279486.538544374,195640.577080892,203.43784304029998,279.4865385444,195.6405770809,0.7000000004,0.5027392446775177,hu207,5,0.008526485622198847,0.005968539938584469,SW,February
8.0,0.7,279486.538544374,195640.577080892,203.43784304029998,279.4865385444,195.6405770809,0.7000000004,2.29025655908647,hu207,5,0.03884287894557252,0.02719001527577369,GW,February
8.0,0.7,279486.538544374,195640.577080892,203.43784304029998,279.4865385444,195.6405770809,0.7000000004,15.778277832955942,hu207,6,0.2676004718351638,0.18732033038018947,SW,March
8.0,0.7,279486.538544374,195640.577080892,203.43784304029998,279.4865385444,195.6405770809,0.7000000004,71.8788212390215,hu207,6,1.2190688161379684,0.8533481717319742,GW,March
8.0,0.7,279486.538544374,195640.577080892,203.43784304029998,279.4865385444,195.6405770809,0.7000000004,167.41216847761342,hu207,7,2.8393197121922165,1.9875237995486286,SW,April
8.0,0.7,279486.538544374,195640.577080892,203.43784304029998,279.4865385444,195.6405770809,0.7000000004,762.6554341757944,hu207,7,12.934678688875652,9.054275086832641,GW,April
8.0,0.7,279486.538544374,195640.577080892,203.43784304029998,279.4865385444,195.6405770809,0.7000000004,490.94420855239116,hu207,8,8.326441151831872,5.8285088092561415,SW,May
8.0,0.7,279486.538544374,195640.577080892,203.43784304029998,279.4865385444,195.6405770809,0.7000000004,2236.5236167386706,hu207,8,37.93156524723409,26.55209568661131,GW,May
8.0,0.7,279486.538544374,195640.577080892,203.43784304029998,279.4865385444,195.6405770809,0.7000000004,606.4968903290393,hu207,9,10.286221077918809,7.200354758216942,SW,June
8.0,0.7,279486.538544374,195640.577080892,203.43784304029998,279.4865385444,195.6405770809,0.7000000004,2762.930278165623,hu207,9,46.85945157718569,32.80161612076606,GW,June
8.0,0.7,279486.538544374,195640.577080892,203.43784304029998,279.4865385444,195.6405770809,0.7000000004,707.0834115141338,hu207,10,11.992174085867978,8.394521864390647,SW,July
8.0,0.7,279486.538544374,195640.577080892,203.43784304029998,279.4865385444,195.6405770809,0.7000000004,3221.157763564387,hu207,10,54.631015280065235,38.241710715557396,GW,July
8.0,0.7,279486.538544374,195640.577080892,203.43784304029998,279.4865385444,195.6405770809,0.7000000004,573.3161001803231,hu207,11,9.723473026853684,6.806431122270364,SW,August
8.0,0.7,279486.538544374,195640.577080892,203.43784304029998,279.4865385444,195.6405770809,0.7000000004,2611.7733452659163,hu207,11,44.29582156677789,31.00707511256499,GW,August
8.0,0.7,279486.538544374,195640.577080892,203.43784304029998,279.4865385444,195.6405770809,0.7000000004,287.64419245472124,hu207,12,4.878461542916539,3.414923081783944,SW,September
8.0,0.7,279486.538544374,195640.577080892,203.43784304029998,279.4865385444,195.6405770809,0.7000000004,1310.3790989603967,hu207,12,22.224102584397567,15.556871817015745,GW,September
8.0,0.75,279486.538544374,209614.904008111,203.3984046969,279.4865385444,209.6149040081,0.7500000004,88.675657561121,hu207,1,1.8174532045471539,1.363089904059348,SW,October
8.0,0.75,279486.538544374,209614.904008111,203.3984046969,279.4865385444,209.6149040081,0.7500000004,403.96688444510676,hu207,1,8.279509042937034,6.209631785159251,GW,October
